model,x,m1,m2,y,n_raw,n_used,a1,a1_p,b1,b1_p,a2,a2_p,b2,b2_p,c_prime,c_prime_p,c_total,c_total_p,indirect_m1_ab,indirect_m2_ab,indirect_total,sobel_m1_z,sobel_m1_p,sobel_m2_z,sobel_m2_p,valid_bootstrap_samples,boot_m1_mean,boot_m1_ci_low,boot_m1_ci_high,boot_m1_significant,boot_m2_mean,boot_m2_ci_low,boot_m2_ci_high,boot_m2_significant,boot_total_mean,boot_total_ci_low,boot_total_ci_high,boot_total_significant
A1_PE_plus_Abs_to_fwd3mean,PCAMS,PE,Abs_Rexcess,Rexcess_fwd3_mean,162,155,1.7303225703072123,1.0259458435502633e-25,-0.003527547404416042,0.008309729039874298,0.003818446445886292,0.1542829467322594,0.006604923187234938,0.9219865465775474,-0.000992400198134841,0.7573299498772246,-0.0070709745443548935,0.0019244350954743651,-0.006103794891689701,2.5220545469649208e-05,-0.006078574346220052,-2.6171341024021957,0.008867149742682212,0.0978660452355083,0.9220386624955084,5000,-0.006173948927722459,-0.010801321847910066,-0.001987601806118641,True,2.2904825811716552e-05,-0.0005919569991204058,0.0006156894729804587,False,-0.006151044101910742,-0.01081544321643188,-0.0018297783942375027,True
